date,country,real_gdp,cpi,unemployment_rate,epu,10_yr_yld,3_mo_yld,oecd_rec,ind_out,comp_consumer_conf,pcar_reg,vix
1957-09-01,USA,,11.94007,4.4,,3.92,,1.0,21.58817,,,
1957-10-01,Canada,,11.85146,5.3,,4.19,5.32,,,,-34.374039545128575,
1957-10-01,France,,8.005148,,,,,,31.87557,,,
1957-10-01,Germany,,22.11564,,,7.7,,,,,4.325015866029943,
1957-10-01,Italy,,3.70662,,,,,,26.04191,,19.34183606759405,
1957-10-01,Japan,,17.7774,2.0,,,,,9.085792,,,
1957-10-01,UK,,5.469016000000001,,,,,1.0,39.28383,,-4.885605338417535,
1957-10-01,USA,,11.94007,4.5,,3.97,,1.0,21.26829,,,
1957-11-01,Canada,,11.85146,6.2,,3.98,5.15,,,,14.943605354564264,
1957-11-01,France,,8.193416000000001,,,,,,32.53827,,,
1957-11-01,Germany,,22.18088,,,7.7,,,,,6.215871230839318,
1957-11-01,Italy,,3.726673,,,,,,26.36625,,-2.694379505991622,
1957-11-01,Japan,,17.5389,1.9,,,,,9.085792,,,
1957-11-01,UK,,5.499655000000001,,,,,1.0,38.96788,,2.555750438486577,
1957-11-01,USA,,11.98226,5.1,,3.72,,1.0,20.76194,,,
1957-12-01,Canada,,11.77245,6.5,,3.83,5.06,,,,3.188238489746025,
1957-12-01,France,,8.366622,,,,,,32.93588,,,
1957-12-01,Germany,,22.18088,,,7.7,,,,,1.6948019277101942,
1957-12-01,Italy,,3.750069,,,,,,26.65242,,-11.899540587837343,
1957-12-01,Japan,,17.50221,1.8,,,,,8.917537,,,
1957-12-01,UK,,5.525187,,,,,1.0,38.96788,,0.0,
1957-12-01,USA,,11.98226,5.2,,3.21,,1.0,20.36207,,,
1958-01-01,Canada,,11.85146,6.5,,3.93,4.89,,,,12.796551610674207,
1958-01-01,France,,8.652789,,,,,,33.26723,,,
1958-01-01,Germany,,22.37659,,,7.5,,,23.80216,,3.362830102671531,
1958-01-01,Italy,,3.760096,,,,,,27.05306,,21.38006574656728,
1958-01-01,Japan,,17.5389,1.9,,,,,8.833408,,,
1958-01-01,UK,,5.520080999999999,,,,,1.0,39.17852,,15.00122159785,
1958-01-01,USA,,12.06664,5.8,,3.09,,1.0,19.98895,,,
1958-02-01,Canada,,11.85146,6.6,,3.94,3.78,,,,-7.310385064177357,
1958-02-01,France,,8.750689,,,,,,33.39977,,,
1958-02-01,Germany,,22.44183,,,7.5,,,23.90221,,-4.191039926975404,
1958-02-01,Italy,,3.753412,,,,,,26.49979,,-1.422262618175983,
1958-02-01,Japan,,17.392129999999998,1.9,,,,,8.917537,,,
1958-02-01,UK,,5.494548,,,,,1.0,39.38915,,0.0,
1958-02-01,USA,,12.06664,6.4,,3.05,,1.0,19.56261,,,
1958-03-01,Canada,,11.93047,6.9,,3.96,3.7,,,,-4.8844967583558985,
1958-03-01,France,,8.863649,,,,,,33.30036,,,
1958-03-01,Germany,,22.44183,,,7.4,,,24.29053,,2.4557804326180093,
1958-03-01,Italy,,3.756754,,,,,,26.46164,,-11.064518491187014,
1958-03-01,Japan,,17.31875,2.0,,,,,8.833408,,,
1958-03-01,UK,,5.5354,,,,,1.0,39.28383,,2.188230295304875,
1958-03-01,USA,,12.15103,6.7,,2.98,,1.0,19.32272,,,
1958-04-01,Canada,,11.93047,6.9,,3.95,3.02,,,,-2.0481768248295897,
1958-04-01,France,,8.938956,,,,,,33.00215,,,
1958-04-01,Germany,,22.44183,,,7.4,,,23.52717,,0.1716489845517514,
1958-04-01,Italy,,3.790177,,,,,,26.36625,,1.2817676327444785,
1958-04-01,Japan,,17.392129999999998,2.0,,,,,8.833408,,,
1958-04-01,UK,,5.596677,,,,,1.0,38.96788,,-4.261954261954269,
1958-04-01,USA,,12.19322,7.4,,2.88,,1.0,19.00284,,,
1958-05-01,Canada,,11.93047,7.0,,3.86,2.94,,,,-6.181805898050877,
1958-05-01,France,,8.954018,,,,,,32.77021,,,
1958-05-01,Germany,,22.63754,,,7.3,,,23.81468,,11.342426274840276,
1958-05-01,Italy,,3.813573,,,,,,26.42348,,1.9739895674481565,
1958-05-01,Japan,,17.37379,2.0,,,,,8.581026,,,
1958-05-01,UK,,5.576251999999999,,,,,1.0,38.65192,,0.0,
1958-05-01,USA,,12.19322,7.4,,2.92,,0.0,19.18939,,,
1958-06-01,Canada,,11.93047,7.9,,3.91,2.77,,,,8.976343931156164,
1958-06-01,France,,8.991672,,,,,,33.00215,,,
1958-06-01,Germany,,22.70278,,,7.1,,,24.10568,,-6.074734425896667,
1958-06-01,Italy,,3.8236,,,,,,27.07214,,-5.1881946707660695,
1958-06-01,Japan,,17.57559,2.2,,,,,8.496898,,,
1958-06-01,UK,,5.627316,,,,,1.0,38.44128,,-11.118349619978297,
1958-06-01,USA,,12.19322,7.3,,2.97,,0.0,19.69583,,,
1958-07-01,Canada,,11.93047,7.5,,4.06,2.52,,,,4.0672702041895255,
1958-07-01,France,,9.021794,,,,,,32.73707,,,
1958-07-01,Germany,,22.57231,,,6.7,,,23.69374,,5.771402098788983,
1958-07-01,Italy,,3.816916,,,,,,27.32016,,0.2326178347060283,
1958-07-01,Japan,,17.50221,2.1,,,,,8.833408,,,
1958-07-01,UK,,5.540506,,,,,1.0,38.33597,,12.509161983874924,
1958-07-01,USA,,12.23541,7.5,,3.2,,0.0,19.98895,,,
1958-08-01,Canada,,11.93047,7.5,,4.11,2.52,,,,-1.4350573070451185,
1958-08-01,France,,9.044386,,,,,,32.73707,,,
1958-08-01,Germany,,22.31135,,,6.5,,,24.59775,,3.591657024607522,
1958-08-01,Italy,,3.813573,,,,,,27.26293,,-9.999885890047704,
1958-08-01,Japan,,17.685670000000002,2.2,,,,,8.917537,,,
1958-08-01,UK,,5.530293,,,,,1.0,38.44128,,-2.21498371335506,
1958-08-01,USA,,12.19322,7.4,,3.54,,0.0,20.38873,,,
1958-09-01,Canada,,12.08849,7.1,,4.19,2.77,,,,-1.10806893219521,
1958-09-01,France,,9.08204,,,,,,32.53827,,,
1958-09-01,Germany,,22.18088,,,6.2,,,23.90009,,-3.186627524213565,
1958-09-01,Italy,,3.803546,,,,,,27.72081,,6.064857505567385,
1958-09-01,Japan,,17.59394,2.2,,,,,8.917537,,,
1958-09-01,UK,,5.5354,,,,,1.0,38.65192,,4.53031312458362,
1958-09-01,USA,,12.19322,7.1,,3.76,,0.0,20.57539,,,
1958-10-01,Canada,,12.08849,7.5,,4.31,2.94,,,,9.758639783720406,
1958-10-01,France,,9.112163,,,,,,32.60453,,,
1958-10-01,Germany,,22.31135,,,6.0,,,23.89166,,1.5796777529552315,
1958-10-01,Italy,,3.78015,,,,,,27.87343,,-10.573163250118128,
1958-10-01,Japan,,17.74071,2.1,,,,,9.16992,,,
1958-10-01,UK,,5.586464,,,,,1.0,38.96788,,2.188230295304875,
1958-10-01,USA,,12.19322,6.7,,3.8,,0.0,20.81518,,,
1958-11-01,Canada,,12.08849,7.2,,4.54,2.77,,,,0.7982906490192031,
1958-11-01,France,,9.08957,,,,,,32.17378,,,
1958-11-01,Germany,,22.44183,,,5.9,,,24.44781,,-0.7179594774430048,
1958-11-01,Italy,,3.776808,,,,,,28.04514,,6.194830539544096,
1958-11-01,Japan,,17.55725,2.1,,,,,9.085792,,,
1958-11-01,UK,,5.606891,,,,,1.0,39.17852,,10.62370062370061,
1958-11-01,USA,,12.23541,6.2,,3.74,,0.0,21.42818,,,
1958-12-01,Canada,,12.08849,7.0,,4.63,3.28,,,,5.720426308661602,
1958-12-01,France,,9.112163,,,,,,31.90871,,,
1958-12-01,Germany,,22.44183,,,5.9,,,24.54702,,0.5307229610936971,
1958-12-01,Italy,,3.766781,,,,,,28.04514,,4.375028736844805,
1958-12-01,Japan,,17.5389,2.1,,,,,9.338175,,,
1958-12-01,UK,,5.627316,,,,,1.0,39.17852,,1.9169329073482408,
1958-12-01,USA,,12.19322,6.2,,3.86,,0.0,21.45484,,,
1959-01-01,Canada,,12.08849,6.5,,4.63,3.28,,,,-2.3559553315324755,
1959-01-01,France,,9.338084,,,,,,31.74303,,,
1959-01-01,Germany,,22.44183,,,5.8,,,24.33066,,1.2020453166443943,
1959-01-01,Italy,,3.760096,,,,,,28.15961,,21.093678515756416,
1959-01-01,Japan,,17.55725,2.4,,,,,9.422302,,,
1959-01-01,UK,,5.637529,,,,,0.0,39.0732,,-7.541950949658863,
1959-01-01,USA,,12.23541,6.0,,4.02,,0.0,21.77472,,,
1959-02-01,Canada,,12.08849,6.2,,4.68,3.87,,,,2.184639078230596,
1959-02-01,France,,9.466106,,,,,,31.97498,,,
1959-02-01,Germany,,22.44183,,,5.6,,,24.39656,,7.820774160213536,
1959-02-01,Italy,,3.756754,,,,,,29.09445,,-3.633897222867378,
1959-02-01,Japan,,17.48386,2.5,,,,,9.758814,,,
1959-02-01,UK,,5.632423,,,,,0.0,39.17852,,-6.122856003191059,
1959-02-01,USA,,12.19322,5.9,,3.96,,0.0,22.20107,,10.18128547885004,
1959-03-01,Canada,,12.00948,6.0,,4.86,4.55,,,,-0.6586843060090942,
1959-03-01,France,,9.443514,,,,,,32.10751,,,
1959-03-01,Germany,,22.44183,,,5.6,,,24.65619,,7.52349964882406,
1959-03-01,Italy,,3.746727,,,,,,29.20892,,-19.751390003266952,
1959-03-01,Japan,,17.5389,2.4,,,,,9.842941,,,
1959-03-01,UK,,5.632423,,,,,0.0,39.59979,,-2.1669853409815145,
1959-03-01,USA,,12.19322,5.6,,3.99,,0.0,22.52095,,6.697689878677066,
1959-04-01,Canada,,12.00948,5.8,,4.79,4.65,,,,-0.4467170511055581,
1959-04-01,France,,9.443514,,,,,,32.96902,,,
1959-04-01,Germany,,22.44183,,,5.6,,,24.59815,,-3.6459701619778495,
1959-04-01,Italy,,3.740042,,,,,,29.24707,,35.96689973622839,
1959-04-01,Japan,,17.63063,2.2,,,,,10.0112,,,
1959-04-01,UK,,5.591571,,,,,0.0,40.02106,,22.21498371335506,
1959-04-01,USA,,12.23541,5.2,,4.12,,0.0,23.00063,,0.1869158878504659,
1959-05-01,Canada,,12.08849,6.3,,4.95,5.23,,,,-0.1721510413726868,
1959-05-01,France,,9.383268,,,,,,32.73707,,,
1959-05-01,Germany,,22.44183,,,5.7,,,25.61408,,-2.3389869366417217,
1959-05-01,Italy,,3.756754,,,,,,29.28523,,-8.379107661095624,
1959-05-01,Japan,,17.50221,2.2,,,,,10.34771,,,
1959-05-01,UK,,5.571145,,,,,0.0,40.44234,,-18.176972281449903,
1959-05-01,USA,,12.23541,5.1,,4.31,,0.0,23.34718,,-2.269900497512432,
1959-06-01,Canada,,11.93047,5.6,,5.03,5.23,,,,2.4425409210414646,
1959-06-01,France,,9.40586,,,,,,33.06842,,,
1959-06-01,Germany,,22.63754,,,5.7,,,25.48321,,5.633021654173263,
1959-06-01,Italy,,3.753412,,,,,,29.11352,,21.32220061955376,
1959-06-01,Japan,,17.63063,2.3,,,,,10.68422,,,
1959-06-01,UK,,5.581358,,,,,0.0,40.44234,,8.881650380021705,
1959-06-01,USA,,12.2776,5.0,,4.34,,0.0,23.37384,,-2.0362710785873266,
1959-07-01,Canada,,12.08849,5.5,,5.02,5.4,,,,-3.926925518116839,
1959-07-01,France,,9.435984,,,,,,33.03529,,,
1959-07-01,Germany,,22.70278,,,5.6,,,25.11666,,1.731971025204052,
1959-07-01,Italy,,3.740042,,,,,,29.32339,,-22.07014392765268,
1959-07-01,Japan,,17.648979999999998,2.3,,,,,10.76835,,,
1959-07-01,UK,,5.566039,,,,,0.0,40.33702,,-2.034303948942957,
1959-07-01,USA,,12.31979,5.1,,4.4,,1.0,22.81407,,4.352062357908402,
1959-08-01,Canada,,12.08849,5.9,,5.2,6.48,,,,9.140001148963064,
1959-08-01,France,,9.481167999999998,,,,,,33.03529,,,
1959-08-01,Germany,,22.76802,,,5.5,,,26.60287,,-12.989827468567762,
1959-08-01,Italy,,3.750069,,,,,,30.39177,,44.43203404213463,
1959-08-01,Japan,,17.92417,2.3,,,,,10.9366,,,
1959-08-01,UK,,5.581358,,,,,0.0,40.54766,,-20.826547231270347,
1959-08-01,USA,,12.31979,5.2,,4.43,,1.0,22.04118,,5.446623093681914,
1959-09-01,Canada,,12.24651,5.4,,5.42,6.43,,,,-5.86903884619434,
1959-09-01,France,,9.526352,,,,,,33.66484,,,
1959-09-01,Germany,,22.70278,,,5.8,,,26.22966,,20.148225149408454,
1959-09-01,Italy,,3.763439,,,,,,31.05951,,-32.15419345106494,
1959-09-01,Japan,,17.75905,2.0,,,,,11.18898,,,
1959-09-01,UK,,5.550719,,,,,0.0,41.17957,,47.338647467215225,
1959-09-01,USA,,12.36198,5.5,,4.68,,1.0,22.01451,,1.7709563164108613,
1959-10-01,Canada,,12.24651,5.5,,5.33,6.0,,,,5.712128837443396,
1959-10-01,France,,9.60919,,,,,,34.195,,,
1959-10-01,Germany,,22.76802,,,6.0,,,27.21662,,15.016012199169502,
1959-10-01,Italy,,3.803546,,,,,,31.61279,,37.52583724834374,
1959-10-01,Japan,,17.99755,1.9,,,,,11.44137,,,
1959-10-01,UK,,5.576251999999999,,,,,0.0,42.12743,,16.073298429319355,
1959-10-01,USA,,12.40417,5.7,,4.53,,1.0,21.85462,,-10.150812064965203,
1959-11-01,Canada,,12.24651,5.8,,5.3,5.58,,,,-8.7598190906927,
1959-11-01,France,,9.669436,,,,,,34.42694,,,
1959-11-01,Germany,,22.96373,,,6.1,,,26.9539,,-4.387799571589988,
1959-11-01,Italy,,3.820258,,,,,,32.37592,,6.148625498984012,
1959-11-01,Japan,,17.905820000000002,2.0,,,,,11.60962,,,
1959-11-01,UK,,5.617104,,,,,0.0,42.86467,,4.615847241016402,
1959-11-01,USA,,12.40417,5.8,,4.53,,1.0,21.98795,,-13.460296965784368,
1959-12-01,Canada,,12.24651,6.0,,5.37,5.49,,,,-17.850827608197818,
1959-12-01,France,,9.669436,,,,,,34.69202,,,
1959-12-01,Germany,,22.96373,,,6.2,,,27.06555,,1.3062386739626115,
1959-12-01,Italy,,3.833627,,,,,,32.77656,,3.2723463348818647,
1959-12-01,Japan,,17.905820000000002,2.0,,,,,12.11439,,,
1959-12-01,UK,,5.627316,,,,,0.0,43.28594,,17.64874964070133,
1959-12-01,USA,,12.40417,5.3,,4.69,,1.0,23.34718,,-9.86572174561731,
1960-01-01,Canada,,12.24651,6.1,,5.54,5.4,,,,28.409612195208023,
1960-01-01,France,,9.797458,,,5.82,,,34.89083,,7.70791075050711,
1960-01-01,Germany,,22.96373,,,6.5,4.36,,27.50897,,-1.2201205384297829,
1960-01-01,Italy,,3.853681,,,,,,32.66209,,-10.098847546998307,
1960-01-01,Japan,,18.12598,1.9,,,,,12.11439,,,
1960-01-01,UK,142565000000.0,5.611997,,,5.33,,0.0,43.49658,,-6.242365013437556,
1960-01-01,USA,3517181000000.0,12.36198,5.2,,4.72,,1.0,23.96018,101.6328,15.228636457686742,
1960-02-01,Canada,,12.24651,6.4,,5.46,5.23,0.0,,,4.594668865072815,
1960-02-01,France,,9.820049,,,5.8,,1.0,35.15591,,-9.41619585687382,
1960-02-01,Germany,,22.83326,,,6.4,4.47,0.0,27.34925,,-2.326432272905133,
1960-02-01,Italy,,3.846996,,,,,1.0,33.55877,,4.878208305284892,
1960-02-01,Japan,,18.14432,1.7,,,,0.0,12.70328,,,
1960-02-01,UK,142565000000.0,5.611997,,,5.4,,0.0,43.49658,,-12.000000000000002,
1960-02-01,USA,3517181000000.0,12.40417,4.8,,4.49,,1.0,23.74695,101.3749,21.63763691865685,
1960-03-01,Canada,,12.1675,6.5,,5.39,4.12,0.0,,,-5.519941148652191,
1960-03-01,France,,9.820049,,,5.76,,1.0,35.15591,,5.82120582120582,
1960-03-01,Germany,,22.83326,,,6.4,4.71,0.0,27.73731,,-1.717435752462497,
1960-03-01,Italy,,3.840312,,,,,1.0,34.07389,,13.606398133024276,
1960-03-01,Japan,,18.08928,1.7,,,,0.0,12.70328,,,
1960-03-01,UK,142565000000.0,5.601783999999999,,,5.59,,1.0,43.49658,,1.051228901391765,
1960-03-01,USA,3517181000000.0,12.40417,5.4,,4.25,,1.0,23.53373,101.1521,15.589016829052266,
1960-04-01,Canada,,12.24651,6.8,,5.29,4.29,0.0,,,2.7613247684992124,
1960-04-01,France,,9.835111,,,5.81,,1.0,35.55352,,6.09037328094301,
1960-04-01,Germany,,22.96373,,,6.4,4.59,0.0,28.36171,,7.188904181245271,
1960-04-01,Italy,,3.836969,,,,,1.0,34.13112,,5.719309961927559,
1960-04-01,Japan,,18.19936,1.7,,,,0.0,12.95567,,,
1960-04-01,UK,141565000000.0,5.632423,,,5.67,,1.0,43.49658,,-1.787545787545793,
1960-04-01,USA,3498246000000.0,12.44636,5.2,,4.28,,1.0,23.34718,101.0292,-4.699872286079184,
1960-05-01,Canada,,12.24651,7.2,,5.21,3.78,0.0,,,-1.066190398874282,
1960-05-01,France,,9.812519,,,5.74,,1.0,35.45412,,-9.07407407407408,
1960-05-01,Germany,,23.02897,,,6.4,4.64,0.0,28.00785,,8.174787688347559,
1960-05-01,Italy,,3.843654,,,,,1.0,34.589,,7.135993796975197,
1960-05-01,Japan,,18.36448,1.7,,,,0.0,13.03979,,,
1960-05-01,UK,141565000000.0,5.632423,,,5.69,,1.0,43.49658,,-3.0583320901089026,
1960-05-01,USA,3498246000000.0,12.44636,5.1,,4.35,,1.0,23.32051,101.0603,-11.310640578933263,
1960-06-01,Canada,,12.24651,6.7,,5.07,3.87,0.0,,,4.225929978118165,
1960-06-01,France,,9.804988,,,5.73,,1.0,35.98427,,12.0162932790224,
1960-06-01,Germany,,23.02897,,,6.6,5.25,0.0,28.1541,,-14.08880798655644,
1960-06-01,Italy,,3.843654,,,,,1.0,35.37122,,1.232987413107807,
1960-06-01,Japan,,18.29109,1.6,,,,0.0,13.03979,,,
1960-06-01,UK,141565000000.0,5.663062,,,6.04,,1.0,43.49658,,3.78578024007386,
1960-06-01,USA,3498246000000.0,12.48856,5.4,,4.15,,1.0,23.02729,101.1481,-12.11846479298882,
1960-07-01,Canada,,12.24651,7.1,,5.08,3.78,0.0,,,-8.111796352184752,
1960-07-01,France,,9.842642,,,5.68,,1.0,36.28249,,9.99999999999998,
1960-07-01,Germany,,23.02897,,,6.7,5.58,0.0,29.19126,,6.719830607740756,
1960-07-01,Italy,,3.860366,,,,,1.0,35.27582,,8.979567150611965,
1960-07-01,Japan,,18.27275,1.5,,,,0.0,13.3763,,,
1960-07-01,UK,143674000000.0,5.673275,,,6.01,,1.0,43.49658,,1.8090154211150709,
1960-07-01,USA,3515385000000.0,12.48856,5.5,,3.9,,1.0,22.9474,101.1666,6.189821182943601,
1960-08-01,Canada,,12.24651,7.6,,4.98,3.02,0.0,,,0.3055920488947293,
1960-08-01,France,,9.93301,,,5.51,,1.0,36.28249,,-6.44628099173554,
1960-08-01,Germany,,23.02897,,,6.5,5.44,0.0,28.62957,,-0.0542582966376794,
1960-08-01,Italy,,3.86705,,,,,1.0,35.42845,,10.186481933223776,
1960-08-01,Japan,,18.41951,1.6,,,,0.0,13.54456,,,
1960-08-01,UK,143674000000.0,5.637529,,,6.03,,1.0,43.60189,,0.4515001456452093,
1960-08-01,USA,3515385000000.0,12.48856,5.6,,3.8,,1.0,22.92073,101.0264,10.945595854922274,
1960-09-01,Canada,,12.24651,7.5,,4.8,2.52,0.0,,,7.952507047065856,
1960-09-01,France,,9.948071,,,5.54,,1.0,37.17712,,-8.30388692579504,
1960-09-01,Germany,,22.96373,,,6.5,5.61,0.0,29.12148,,2.285617772639019,
1960-09-01,Italy,,3.863708,,,,,1.0,35.88633,,-20.11975466615425,
1960-09-01,Japan,,18.56628,1.6,,,,0.0,13.79694,,,
1960-09-01,UK,143674000000.0,5.642636,,,6.1,,1.0,43.91785,,7.423517471364353,
1960-09-01,USA,3515385000000.0,12.48856,5.5,,3.8,,1.0,22.68084,100.8089,8.727378867483958,
1960-10-01,Canada,,12.40453,7.6,,4.96,3.45,0.0,,,2.3236799071583074,
1960-10-01,France,,9.963133,,,5.56,,1.0,36.91204,,0.578034682080933,
1960-10-01,Germany,,23.02897,,,6.3,6.1,0.0,29.74496,,-0.2148067063027049,
1960-10-01,Italy,,3.863708,,,,,1.0,35.44753,,3.297253932226408,
1960-10-01,Japan,,18.65801,1.4,,,,0.0,13.9652,,,
1960-10-01,UK,144509000000.0,5.688594,,,6.1,,1.0,44.12849,,-5.385342151437423,
1960-10-01,USA,3470278000000.0,12.57294,6.1,,3.89,,1.0,22.65418,100.6283,-4.832214765100669,
1960-11-01,Canada,,12.40453,7.5,,5.2,4.21,0.0,,,0.9073334192550484,
1960-11-01,France,,9.993256,,,5.52,,1.0,37.30966,,7.27969348659003,
1960-11-01,Germany,,23.09421,,,6.2,5.38,0.0,29.51247,,-1.504678256149541,
1960-11-01,Italy,,3.880419,,,,,0.0,35.562,,-0.9501290286249768,
1960-11-01,Japan,,18.40117,1.5,,,,0.0,14.30171,,,
1960-11-01,UK,144509000000.0,5.714126,,,6.14,,1.0,44.12849,,-7.303851640513559,
1960-11-01,USA,3470278000000.0,12.57294,6.1,,3.93,,1.0,22.33439,100.5697,-10.239774330042312,
1960-12-01,Canada,,12.40453,7.6,,5.28,4.29,0.0,,,-1.716606636523872,
1960-12-01,France,,10.01585,,,5.49,,1.0,37.27653,,2.67857142857142,
1960-12-01,Germany,,23.09421,,,6.2,5.06,1.0,29.92662,,7.154891106195513,
1960-12-01,Italy,,3.887104,,,,,0.0,35.63831,,12.066055794292613,
1960-12-01,Japan,,18.54794,1.5,,,,0.0,14.38584,,,
1960-12-01,UK,144509000000.0,5.729445,,,6.17,,1.0,43.91785,,0.0,
1960-12-01,USA,3470278000000.0,12.57294,6.6,,3.84,,1.0,21.90795,100.5908,-12.303582652419871,
1961-01-01,Canada,90980750000.0,12.40453,7.6,,5.27,3.78,0.0,22.0498,,-9.153996101364529,
1961-01-01,France,,10.02338,,,5.55,,0.0,37.4422,,1.56521739130435,
1961-01-01,Germany,,23.28992,,,6.1,4.66,1.0,30.32841,,4.052369062974187,
1961-01-01,Italy,,3.903816,,,,,0.0,36.21066,,0.7135224064604672,
1961-01-01,Japan,,18.80478,1.5,,,,0.0,14.80648,,,
1961-01-01,UK,146876000000.0,5.734552,,,6.15,,1.0,43.49658,,-4.724530624807646,
1961-01-01,USA,3493703000000.0,12.57294,6.6,,3.84,,1.0,21.93462,100.6394,-4.819924744669403,
1961-02-01,Canada,90980750000.0,12.40453,7.7,,5.17,3.53,0.0,22.07201,,0.0772465882756972,
1961-02-01,France,,10.03091,,,5.64,,0.0,37.74041,,0.684931506849315,
1961-02-01,Germany,,23.28992,,,6.0,4.13,1.0,30.50789,,1.2370435601890792,
1961-02-01,Italy,,3.903816,,,,,0.0,37.03103,,1.9270603706009184,
1961-02-01,Japan,,18.89651,1.5,,,,0.0,14.8906,,,
1961-02-01,UK,146876000000.0,5.734552,,,6.0,,1.0,43.28594,,8.593119043773237,
1961-02-01,USA,3493703000000.0,12.57294,6.9,,3.78,,1.0,21.90795,100.6912,0.5459337349397484,
1961-03-01,Canada,90980750000.0,12.40453,7.6,,5.14,3.78,0.0,21.9865,,-3.959405374499721,
1961-03-01,France,,10.02338,,,5.59,,0.0,38.07176,,6.4625850340136,
1961-03-01,Germany,,23.28992,,,5.9,3.73,1.0,30.80043,,-0.940302333899096,
1961-03-01,Italy,,3.907158,,,,,0.0,36.99287,,11.139912495738182,
1961-03-01,Japan,,18.859820000000003,1.3,,,,0.0,15.31124,,,
1961-03-01,UK,146876000000.0,5.754978,,,6.06,,1.0,43.49658,,4.2689275621002585,
1961-03-01,USA,3493703000000.0,12.57294,6.9,,3.74,,0.0,22.04118,100.7601,3.276539973787678,
1961-04-01,Canada,93284500000.0,12.40453,7.6,,5.21,3.53,0.0,22.44758,,0.4732847149873532,
1961-04-01,France,,10.01585,,,5.5,,0.0,37.80668,,-7.18849840255591,
1961-04-01,Germany,,23.28992,,,5.7,3.34,1.0,30.79017,,-16.087705449112608,
1961-04-01,Italy,,3.913843,,,,,0.0,37.35536,,-6.40395660780922,
1961-04-01,Japan,,19.04328,1.4,,,,0.0,15.31124,,,
1961-04-01,UK,147484000000.0,5.785616,,,6.03,,1.0,43.91785,,-11.540656205420834,
1961-04-01,USA,3553021000000.0,12.57294,7.0,,3.78,,0.0,22.49429,100.882,2.374909354604785,
1961-05-01,Canada,93284500000.0,12.40453,7.6,,5.17,3.78,0.0,22.56096,,2.921135272856549,
1961-05-01,France,,9.993256,,,5.51,,0.0,37.90609,,-3.09810671256454,
1961-05-01,Germany,,23.48564,,,5.6,3.23,1.0,30.13836,,10.65167956775436,
1961-05-01,Italy,,3.92387,,,,,0.0,37.77508,,4.490249422895501,
1961-05-01,Japan,,18.95155,1.5,,,,0.0,15.64775,,,
1961-05-01,UK,147484000000.0,5.800936,,,6.09,,1.0,44.23381,,-0.3225286244154245,
1961-05-01,USA,3553021000000.0,12.57294,7.1,,3.71,,0.0,22.84074,101.0809,3.1521161678767577,
1961-06-01,Canada,93284500000.0,12.40453,7.4,,5.04,3.28,0.0,22.93323,,2.5935521013241307,
1961-06-01,France,,9.970664,,,5.47,,0.0,38.13803,,6.03907637655419,
1961-06-01,Germany,,23.61611,,,5.6,3.13,1.0,30.13999,,9.201578164604468,
1961-06-01,Italy,,3.92387,,,,,0.0,38.34743,,-11.739957432898729,
1961-06-01,Japan,,18.95155,1.5,,,,0.0,15.81601,,,
1961-06-01,UK,147484000000.0,5.852,,,6.34,,1.0,44.33913,,13.23410451383272,
1961-06-01,USA,3553021000000.0,12.57294,6.9,,3.88,,0.0,23.16062,101.2828,2.5064377682403367,
1961-07-01,Canada,95554500000.0,12.40453,7.2,,4.95,3.02,0.0,23.15858,,15.911450296007397,
1961-07-01,France,,10.04597,,,5.45,,0.0,38.56878,,8.87772194304856,
1961-07-01,Germany,,23.61611,,,5.7,3.16,1.0,30.70228,,-7.424374169861105,
1961-07-01,Italy,,3.933896,,,,,0.0,38.97702,,14.550395381906034,
1961-07-01,Japan,,19.26344,1.5,,,,0.0,16.15252,,,
1961-07-01,UK,146753000000.0,5.852,,,6.56,,1.0,44.12849,,-3.214744963566227,
1961-07-01,USA,3621252000000.0,12.65732,7.0,,3.92,,0.0,23.42707,101.3798,-0.0167476134650799,
1961-08-01,Canada,95554500000.0,12.40453,6.8,,4.99,3.28,0.0,23.03338,,-7.649109217660722,
1961-08-01,France,,10.10622,,,5.43,,0.0,38.56878,,-6.46153846153846,
1961-08-01,Germany,,23.61611,,,5.9,3.09,1.0,30.47017,,6.211130361768912,
1961-08-01,Italy,,3.940581,,,,,0.0,39.05333,,1.5133343393075664,
1961-08-01,Japan,,19.41021,1.4,,,,0.0,16.4049,,,
1961-08-01,UK,146753000000.0,5.908172,,,6.69,,1.0,43.91785,,-9.9645704162976,
1961-08-01,USA,3621252000000.0,12.61513,6.6,,4.04,,0.0,23.64029,101.2913,0.117252931323274,
1961-09-01,Canada,95554500000.0,12.40453,6.9,,4.98,3.11,0.0,23.58045,,-7.540889075277832,
1961-09-01,France,,10.15893,,,5.45,,0.0,38.70132,,-3.61842105263158,
1961-09-01,Germany,,23.61611,,,6.0,3.06,1.0,30.72169,,10.606845485616295,
1961-09-01,Italy,,3.947266,,,,,0.0,39.4349,,6.6066876394294525,
1961-09-01,Japan,,19.52028,1.4,,,,0.0,16.32077,,,
1961-09-01,UK,146753000000.0,5.897958999999999,,,6.68,,1.0,43.81253,,-1.8527627479914848,
1961-09-01,USA,3621252000000.0,12.65732,6.7,,3.98,,0.0,23.61373,101.1308,0.6692320562155112,
1961-10-01,Canada,96854500000.0,12.40453,6.5,,4.97,3.02,0.0,23.78926,,-0.7625797306874581,
