date,country,real_gdp,cpi,unemployment_rate,epu,10_yr_yld,3_mo_yld,oecd_rec,ind_out,comp_consumer_conf,pcar_reg,vix,oil,copper,gps,cli,retail_vol,national_share_price,yield_curve,yield_curve_inverted,yield_curve_diff_1mo,yield_curve_diff_3mo,yield_curve_diff_6mo,pre_recession,country_Australia,country_Canada,country_France,country_Germany,country_Italy,country_Japan,country_South Korea,country_UK,country_USA,real_gdp_log_1mo,real_gdp_log_3mo,real_gdp_log_6mo,real_gdp_log_12mo,cpi_log_1mo,cpi_log_3mo,cpi_log_6mo,cpi_log_12mo,unemployment_rate_diff_1mo,unemployment_rate_diff_3mo,unemployment_rate_diff_6mo,unemployment_rate_diff_12mo,epu_log_1mo,epu_log_3mo,epu_log_6mo,epu_log_12mo,10_yr_yld_diff_1mo,10_yr_yld_diff_3mo,10_yr_yld_diff_6mo,10_yr_yld_diff_12mo,3_mo_yld_diff_1mo,3_mo_yld_diff_3mo,3_mo_yld_diff_6mo,3_mo_yld_diff_12mo,ind_out_log_1mo,ind_out_log_3mo,ind_out_log_6mo,ind_out_log_12mo,comp_consumer_conf_dev,comp_consumer_conf_diff_1mo,comp_consumer_conf_diff_3mo,comp_consumer_conf_diff_6mo,comp_consumer_conf_diff_12mo,vix_log_1mo,vix_log_3mo,vix_log_6mo,vix_log_12mo,oil_log_1mo,oil_log_3mo,oil_log_6mo,oil_log_12mo,copper_log_1mo,copper_log_3mo,copper_log_6mo,copper_log_12mo,gps_log_1mo,gps_log_3mo,gps_log_6mo,gps_log_12mo,cli_dev,cli_diff_1mo,cli_diff_3mo,cli_diff_6mo,cli_diff_12mo,retail_vol_diff_1mo,retail_vol_diff_3mo,retail_vol_diff_6mo,retail_vol_diff_12mo,national_share_price_log_1mo,national_share_price_log_3mo,national_share_price_log_6mo,national_share_price_log_12mo,gdp_qoq_growth,technical_rec,unemployment_3mo_avg,unemployment_12mo_min,sahm_value,epu_rolling_mean_3mo,epu_rolling_std_3mo,epu_rolling_mean_6mo,epu_rolling_std_6mo,epu_rolling_mean_12mo,epu_rolling_std_12mo,vix_rolling_mean_3mo,vix_rolling_std_3mo,vix_rolling_mean_6mo,vix_rolling_std_6mo,vix_rolling_mean_12mo,vix_rolling_std_12mo,national_share_price_rolling_mean_3mo,national_share_price_rolling_std_3mo,national_share_price_rolling_mean_6mo,national_share_price_rolling_std_6mo,national_share_price_rolling_mean_12mo,national_share_price_rolling_std_12mo,unemployment_accel,cpi_yoy_pct,real_rate_10yr,real_rate_3mo,unemployment_rate_lag_1mo,unemployment_rate_lag_3mo,unemployment_rate_lag_6mo,unemployment_rate_lag_12mo,epu_lag_1mo,epu_lag_3mo,epu_lag_6mo,epu_lag_12mo,epu_rolling_mean_3mo_lag_1mo,epu_rolling_mean_3mo_lag_3mo,epu_rolling_mean_3mo_lag_6mo,epu_rolling_mean_3mo_lag_12mo,epu_rolling_mean_6mo_lag_1mo,epu_rolling_mean_6mo_lag_3mo,epu_rolling_mean_6mo_lag_6mo,epu_rolling_mean_6mo_lag_12mo,epu_rolling_mean_12mo_lag_1mo,epu_rolling_mean_12mo_lag_3mo,epu_rolling_mean_12mo_lag_6mo,epu_rolling_mean_12mo_lag_12mo,10_yr_yld_lag_1mo,10_yr_yld_lag_3mo,10_yr_yld_lag_6mo,10_yr_yld_lag_12mo,3_mo_yld_lag_1mo,3_mo_yld_lag_3mo,3_mo_yld_lag_6mo,3_mo_yld_lag_12mo,ind_out_lag_1mo,ind_out_lag_3mo,ind_out_lag_6mo,ind_out_lag_12mo,comp_consumer_conf_lag_1mo,comp_consumer_conf_lag_3mo,comp_consumer_conf_lag_6mo,comp_consumer_conf_lag_12mo,comp_consumer_conf_dev_lag_1mo,comp_consumer_conf_dev_lag_3mo,comp_consumer_conf_dev_lag_6mo,comp_consumer_conf_dev_lag_12mo,vix_lag_1mo,vix_lag_3mo,vix_lag_6mo,vix_lag_12mo,vix_rolling_mean_3mo_lag_1mo,vix_rolling_mean_3mo_lag_3mo,vix_rolling_mean_3mo_lag_6mo,vix_rolling_mean_3mo_lag_12mo,vix_rolling_mean_6mo_lag_1mo,vix_rolling_mean_6mo_lag_3mo,vix_rolling_mean_6mo_lag_6mo,vix_rolling_mean_6mo_lag_12mo,vix_rolling_mean_12mo_lag_1mo,vix_rolling_mean_12mo_lag_3mo,vix_rolling_mean_12mo_lag_6mo,vix_rolling_mean_12mo_lag_12mo,copper_lag_1mo,copper_lag_3mo,copper_lag_6mo,copper_lag_12mo,cli_lag_1mo,cli_lag_3mo,cli_lag_6mo,cli_lag_12mo,cli_dev_lag_1mo,cli_dev_lag_3mo,cli_dev_lag_6mo,cli_dev_lag_12mo,retail_vol_lag_1mo,retail_vol_lag_3mo,retail_vol_lag_6mo,retail_vol_lag_12mo,national_share_price_lag_1mo,national_share_price_lag_3mo,national_share_price_lag_6mo,national_share_price_lag_12mo,national_share_price_rolling_mean_3mo_lag_1mo,national_share_price_rolling_mean_3mo_lag_3mo,national_share_price_rolling_mean_3mo_lag_6mo,national_share_price_rolling_mean_3mo_lag_12mo,national_share_price_rolling_mean_6mo_lag_1mo,national_share_price_rolling_mean_6mo_lag_3mo,national_share_price_rolling_mean_6mo_lag_6mo,national_share_price_rolling_mean_6mo_lag_12mo,national_share_price_rolling_mean_12mo_lag_1mo,national_share_price_rolling_mean_12mo_lag_3mo,national_share_price_rolling_mean_12mo_lag_6mo,national_share_price_rolling_mean_12mo_lag_12mo,yield_curve_lag_1mo,yield_curve_lag_3mo,yield_curve_lag_6mo,yield_curve_lag_12mo,yield_curve_inverted_lag_1mo,yield_curve_inverted_lag_3mo,yield_curve_inverted_lag_6mo,yield_curve_inverted_lag_12mo,sahm_value_lag_1mo,sahm_value_lag_3mo,sahm_value_lag_6mo,sahm_value_lag_12mo,gdp_qoq_growth_lag_1mo,gdp_qoq_growth_lag_3mo,gdp_qoq_growth_lag_6mo,gdp_qoq_growth_lag_12mo,unemployment_accel_lag_1mo,unemployment_accel_lag_3mo,unemployment_accel_lag_6mo,unemployment_accel_lag_12mo,real_rate_10yr_lag_1mo,real_rate_10yr_lag_3mo,real_rate_10yr_lag_6mo,real_rate_10yr_lag_12mo,real_rate_3mo_lag_1mo,real_rate_3mo_lag_3mo,real_rate_3mo_lag_6mo,real_rate_3mo_lag_12mo
1970-01-01,Australia,,,,,,,False,,,,,3.35,,,,,7.85084,,0,,,,1,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01,Canada,,,,,,,True,,,,,3.35,,,,,6.836069,,0,,,,0,False,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01,France,,,,,,,False,,,,,3.35,,,,,5.896508,,0,,,,0,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01,Germany,,,,,,,False,,,,,3.35,,,,,11.17775,,0,,,,1,False,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01,Italy,,,,,,,False,,,,,3.35,,,,,9.092091,,0,,,,1,False,False,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01,Japan,,,,,,,False,,,,,3.35,,,,,11.42268,,0,,,,1,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01,South Korea,,,,,,,True,,,,,3.35,,,,,,,0,,,,0,False,False,False,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01,UK,,,,,,,True,,,,,3.35,,,,,4.736029,,0,,,,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01,USA,,,,,,,True,,,,,3.35,,,,,5.003093,,0,,,,0,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-02-01,Australia,,,,,5.95,5.8,False,,,,,3.35,72.5,,,,7.690618,0.15000000000000036,0,,,,1,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,-0.020619388041207554,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.85084,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
1970-02-01,Canada,,15.959970000000002,4.5,,8.34,9.065,True,,,-4.44648296870672,,3.35,72.5,,,,7.018577,-0.7249999999999996,1,,,,0,False,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.026347632112857733,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.836069,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
